4347: [(272, 4.722131147538632), (534, 4.722131147538632), (1949, 4.722131147538632), (2611, 4.722131147538632), (3090, 4.69999999999769), (1940, 4.572638436480002), (2318, 4.572638436480002), (2440, 4.572638436480002), (2546, 4.572638436480002), (2019, 4.564960210929704)]
6004: [(800, 5.0), (1035, 5.0), (1257, 5.0), (1297, 5.0), (1913, 5.0), (2132, 5.0), (2359, 5.0), (3508, 5.0), (37, 4.997368421050904), (70, 4.997368421050904)]
3818: [(21, 5.0), (29, 5.0), (32, 5.0), (50, 5.0), (70, 5.0), (74, 5.0), (104, 5.0), (110, 5.0), (147, 5.0), (150, 5.0)]
4041: [(111, 5.0), (471, 5.0), (954, 5.0), (1131, 5.0), (1132, 5.0), (1228, 5.0), (1663, 5.0), (2296, 5.0), (3868, 5.0), (37, 4.997368421050904)]
2241: [(69, 5.0), (80, 5.0), (104, 5.0), (129, 5.0), (345, 5.0), (550, 5.0), (602, 5.0), (645, 5.0), (649, 5.0), (668, 5.0)]
5558: [(2086, 5.0), (3265, 5.0), (3266, 5.0), (3514, 5.0), (3535, 5.0), (194, 4.789285714282826), (306, 4.789285714282826), (358, 4.789285714282826), (1243, 4.789285714282826), (1193, 4.70235417994627)]
2777: [(3, 5.0), (36, 5.0), (247, 5.0), (346, 5.0), (515, 5.0), (785, 5.0), (898, 5.0), (903, 5.0), (904, 5.0), (946, 5.0)]
1363: [(1, 5.0), (3, 5.0), (6, 5.0), (11, 5.0), (12, 5.0), (13, 5.0), (16, 5.0), (17, 5.0), (22, 5.0), (29, 5.0)]
5290: [(9, 5.0), (29, 5.0), (40, 5.0), (41, 5.0), (50, 5.0), (58, 5.0), (60, 5.0), (116, 5.0), (117, 5.0), (128, 5.0)]
5740: [(166, 5.0), (180, 5.0), (562, 5.0), (678, 5.0), (801, 5.0), (931, 5.0), (942, 5.0), (950, 5.0), (1034, 5.0), (1069, 5.0)]
4803: [(1, 5.0), (21, 5.0), (110, 5.0), (150, 5.0), (204, 5.0), (265, 5.0), (282, 5.0), (288, 5.0), (296, 5.0), (314, 5.0)]
800: [(180, 5.0), (261, 5.0), (358, 5.0), (449, 5.0), (486, 5.0), (848, 5.0), (930, 5.0), (955, 5.0), (963, 5.0), (1066, 5.0)]
750: [(1, 5.0), (3, 5.0), (6, 5.0), (10, 5.0), (13, 5.0), (16, 5.0), (17, 5.0), (23, 5.0), (29, 5.0), (31, 5.0)]
2849: [(6, 5.0), (11, 5.0), (27, 5.0), (44, 5.0), (48, 5.0), (50, 5.0), (57, 5.0), (58, 5.0), (62, 5.0), (63, 5.0)]
3345: [(1242, 5.0), (1982, 5.0), (2459, 5.0), (207, 4.709090909089555), (1131, 4.709090909089555), (1132, 4.709090909089555), (3072, 4.709090909089555), (923, 4.64862966839735), (908, 4.618864288459475), (1203, 4.618864288459475)]
3847: [(558, 4.898726114645871), (3338, 4.805703422049479), (3366, 4.778768577491145), (1913, 4.764757709247915), (1570, 4.723203963662925), (3658, 4.723203963662925), (3659, 4.723203963662925), (1260, 4.594816046098801), (1284, 4.594816046098801), (1289, 4.594816046098801)]
5213: [(35, 5.0), (41, 5.0), (97, 5.0), (148, 5.0), (167, 5.0), (299, 5.0), (322, 5.0), (331, 5.0), (385, 5.0), (501, 5.0)]
1085: [(16, 5.0), (290, 5.0), (678, 5.0), (750, 5.0), (824, 5.0), (922, 5.0), (926, 5.0), (953, 5.0), (1101, 5.0), (1131, 5.0)]
875: [(21, 5.0), (36, 5.0), (47, 5.0), (58, 5.0), (62, 5.0), (94, 5.0), (111, 5.0), (154, 5.0), (175, 5.0), (194, 5.0)]
1074: [(41, 5.0), (86, 5.0), (277, 5.0), (599, 5.0), (898, 5.0), (945, 5.0), (946, 5.0), (976, 5.0), (1010, 5.0), (1017, 5.0)]
4375: [(345, 5.0), (946, 5.0), (1022, 5.0), (1024, 5.0), (1120, 5.0), (1172, 5.0), (1175, 5.0), (1199, 5.0), (1219, 5.0), (1262, 5.0)]
773: [(468, 4.969999999997614), (2398, 4.969999999997614), (2803, 4.969999999997614), (3111, 4.969999999997614), (3936, 4.969999999997614), (922, 4.881030444962599), (1254, 4.881030444962599), (3196, 4.881030444962599), (3426, 4.881030444962599), (3494, 4.881030444962599)]
5999: [(30, 5.0), (180, 5.0), (247, 5.0), (306, 5.0), (307, 5.0), (308, 5.0), (348, 5.0), (421, 5.0), (492, 5.0), (506, 5.0)]
33: [(44, 5.0), (112, 5.0), (125, 5.0), (861, 5.0), (1126, 5.0), (1237, 5.0), (1271, 5.0), (1370, 5.0), (1747, 5.0), (1909, 5.0)]
3431: [(168, 5.0), (198, 5.0), (553, 5.0), (838, 5.0), (905, 5.0), (933, 5.0), (955, 5.0), (1197, 5.0), (1238, 5.0), (1245, 5.0)]
4985: [(1479, 5.0), (2352, 5.0), (2762, 5.0), (1198, 4.820707531376399), (163, 4.783333333332349), (216, 4.783333333332349), (861, 4.783333333332349), (1673, 4.778260869564239), (2924, 4.778260869564239), (1376, 4.759400880011714)]
3446: [(7, 5.0), (16, 5.0), (17, 5.0), (18, 5.0), (25, 5.0), (29, 5.0), (36, 5.0), (50, 5.0), (58, 5.0), (62, 5.0)]
3143: [(17, 4.848717948716368), (1296, 4.848717948716368), (3260, 4.848717948716368), (1674, 4.749178920801347), (176, 4.736633663364996), (926, 4.736633663364996), (1537, 4.736633663364996), (529, 4.664150943394933), (953, 4.657425742572993), (3468, 4.657425742572993)]
3831: [(2297, 4.980487804876263), (2686, 4.980487804876263), (750, 4.89999999999824), (1046, 4.89999999999824), (2010, 4.89999999999824), (2096, 4.89999999999824), (2116, 4.89999999999824), (2139, 4.89999999999824), (3858, 4.89999999999824), (3910, 4.89999999999824)]
2761: [(524, 5.0), (714, 5.0), (2086, 5.0), (2344, 5.0), (2363, 5.0), (3514, 5.0), (3719, 5.0), (3827, 5.0), (3864, 5.0), (3916, 5.0)]
2487: [(252, 5.0), (1707, 5.0), (2014, 5.0), (2057, 5.0), (2332, 5.0), (1046, 4.824770642200059), (2169, 4.824770642200059), (2796, 4.824770642200059), (3821, 4.824770642200059), (3213, 4.80935412026538)]
466: [(9, 5.0), (12, 5.0), (13, 5.0), (31, 5.0), (73, 5.0), (86, 5.0), (107, 5.0), (112, 5.0), (140, 5.0), (156, 5.0)]
2889: [(21, 5.0), (62, 5.0), (293, 5.0), (349, 5.0), (508, 5.0), (665, 5.0), (906, 5.0), (920, 5.0), (943, 5.0), (950, 5.0)]
105: [(29, 5.0), (30, 5.0), (151, 5.0), (162, 5.0), (247, 5.0), (318, 5.0), (345, 5.0), (471, 5.0), (531, 5.0), (537, 5.0)]
295: [(29, 5.0), (111, 5.0), (163, 5.0), (216, 5.0), (235, 5.0), (247, 5.0), (288, 5.0), (405, 5.0), (407, 5.0), (552, 5.0)]
6022: [(50, 5.0), (69, 5.0), (110, 5.0), (150, 5.0), (165, 5.0), (246, 5.0), (265, 5.0), (318, 5.0), (364, 5.0), (497, 5.0)]
2474: [(16, 5.0), (25, 5.0), (30, 5.0), (32, 5.0), (47, 5.0), (50, 5.0), (88, 5.0), (147, 5.0), (150, 5.0), (163, 5.0)]
5659: [(17, 5.0), (41, 5.0), (111, 5.0), (164, 5.0), (186, 5.0), (253, 5.0), (265, 5.0), (296, 5.0), (314, 5.0), (318, 5.0)]
3559: [(3, 5.0), (13, 5.0), (107, 5.0), (213, 5.0), (249, 5.0), (324, 5.0), (426, 5.0), (475, 5.0), (520, 5.0), (534, 5.0)]
4103: [(204, 5.0), (321, 5.0), (910, 5.0), (953, 5.0), (989, 5.0), (1207, 5.0), (1234, 5.0), (1913, 5.0), (2332, 5.0), (2356, 5.0)]
403: [(17, 5.0), (58, 5.0), (95, 5.0), (215, 5.0), (217, 5.0), (280, 5.0), (303, 5.0), (383, 5.0), (456, 5.0), (508, 5.0)]
3055: [(72, 5.0), (73, 5.0), (224, 5.0), (412, 5.0), (446, 5.0), (449, 5.0), (611, 5.0), (745, 5.0), (784, 5.0), (799, 5.0)]
3360: [(610, 4.919745222927691), (2826, 4.919745222927691), (3117, 4.919745222927691), (920, 4.907602339179106), (1296, 4.907602339179106), (1945, 4.907602339179106), (597, 4.860606060603802), (1203, 4.782568807337306), (1235, 4.782568807337306), (3466, 4.782568807337306)]
2024: [(668, 5.0), (2920, 5.0), (3089, 5.0), (3730, 5.0), (2176, 4.965043462697237), (211, 4.943617854342868), (949, 4.943617854342868), (1044, 4.943617854342868), (2236, 4.943617854342868), (2494, 4.943617854342868)]
1098: [(1, 5.0), (3, 5.0), (11, 5.0), (21, 5.0), (29, 5.0), (32, 5.0), (50, 5.0), (69, 5.0), (161, 5.0), (164, 5.0)]
2492: [(3019, 4.436111111109103), (2972, 4.396721311473482), (3135, 4.396721311473482), (1089, 4.387664545327298), (921, 4.327835163661671), (3466, 4.312090665812366), (1235, 4.239132464586767), (3347, 4.236087529896242), (1546, 4.221428571426868), (3416, 4.221428571426868)]
938: [(247, 5.0), (368, 5.0), (446, 5.0), (515, 5.0), (915, 5.0), (1204, 5.0), (1208, 5.0), (1271, 5.0), (1398, 5.0), (1409, 5.0)]
3553: [(1, 5.0), (17, 5.0), (36, 5.0), (47, 5.0), (50, 5.0), (58, 5.0), (82, 5.0), (116, 5.0), (118, 5.0), (141, 5.0)]
1615: [(73, 4.584089414854919), (599, 4.584089414854919), (1209, 4.584089414854919), (1927, 4.584089414854919), (171, 4.529707112966686), (1612, 4.529707112966686), (2029, 4.529707112966686), (2607, 4.529707112966686), (2721, 4.529707112966686), (1726, 4.253694922952711)]
1731: [(40, 5.0), (97, 5.0), (148, 5.0), (167, 5.0), (213, 5.0), (385, 5.0), (670, 5.0), (945, 5.0), (1046, 5.0), (1117, 5.0)]
2315: [(306, 5.0), (2330, 5.0), (678, 4.817257318948444), (3429, 4.728284269833653), (176, 4.6999134688289), (1570, 4.523203963663161), (3659, 4.523203963663161), (745, 4.489525136732477), (1148, 4.489525136732477), (926, 4.472734294357404)]
1182: [(104, 5.0), (161, 5.0), (358, 5.0), (500, 5.0), (553, 5.0), (991, 5.0), (1183, 5.0), (1190, 5.0), (1552, 5.0), (1897, 5.0)]
4078: [(7, 5.0), (339, 5.0), (539, 5.0), (848, 5.0), (1907, 5.0), (678, 4.903797468352864), (1298, 4.903797468352864), (3109, 4.89999999999848), (3791, 4.89999999999848), (898, 4.897297297295859)]
4988: [(94, 5.0), (121, 5.0), (130, 5.0), (186, 5.0), (341, 5.0), (390, 5.0), (486, 5.0), (602, 5.0), (633, 5.0), (668, 5.0)]
1380: [(166, 5.0), (599, 5.0), (1023, 5.0), (1209, 5.0), (1284, 5.0), (1570, 5.0), (1726, 5.0), (1759, 5.0), (1785, 5.0), (1927, 5.0)]
3858: [(3, 5.0), (10, 5.0), (29, 5.0), (161, 5.0), (172, 5.0), (207, 5.0), (215, 5.0), (222, 5.0), (237, 5.0), (261, 5.0)]
5119: [(13, 5.0), (14, 5.0), (28, 5.0), (30, 5.0), (50, 5.0), (58, 5.0), (101, 5.0), (110, 5.0), (162, 5.0), (190, 5.0)]
3774: [(28, 5.0), (150, 5.0), (246, 5.0), (266, 5.0), (296, 5.0), (367, 5.0), (405, 5.0), (441, 5.0), (457, 5.0), (527, 5.0)]
2422: [(44, 5.0), (144, 5.0), (168, 5.0), (171, 5.0), (187, 5.0), (218, 5.0), (234, 5.0), (252, 5.0), (324, 5.0), (429, 5.0)]
680: [(168, 5.0), (481, 5.0), (837, 5.0), (911, 5.0), (920, 5.0), (942, 5.0), (950, 5.0), (1035, 5.0), (1079, 5.0), (1190, 5.0)]
53: [(3, 5.0), (17, 5.0), (28, 5.0), (60, 5.0), (104, 5.0), (145, 5.0), (147, 5.0), (175, 5.0), (207, 5.0), (222, 5.0)]
677: [(2165, 4.797265244382327), (3396, 4.79564224331098), (293, 4.648148148145509), (1298, 4.648148148145509), (2118, 4.648148148145509), (2232, 4.648148148145509), (3379, 4.648148148145509), (3698, 4.648148148145509), (233, 4.6434782608669325), (1147, 4.6434782608669325)]
2407: [(94, 5.0), (173, 5.0), (246, 5.0), (262, 5.0), (279, 5.0), (367, 5.0), (527, 5.0), (549, 5.0), (597, 5.0), (603, 5.0)]
5286: [(37, 5.0), (39, 5.0), (50, 5.0), (104, 5.0), (125, 5.0), (180, 5.0), (188, 5.0), (215, 5.0), (230, 5.0), (260, 5.0)]
3437: [(11, 5.0), (28, 5.0), (40, 5.0), (50, 5.0), (101, 5.0), (121, 5.0), (145, 5.0), (162, 5.0), (194, 5.0), (213, 5.0)]
3757: [(9, 5.0), (36, 5.0), (41, 5.0), (45, 5.0), (50, 5.0), (170, 5.0), (175, 5.0), (260, 5.0), (527, 5.0), (539, 5.0)]
1680: [(28, 5.0), (68, 5.0), (82, 5.0), (104, 5.0), (235, 5.0), (307, 5.0), (308, 5.0), (319, 5.0), (348, 5.0), (366, 5.0)]
5405: [(911, 5.0), (930, 5.0), (935, 5.0), (945, 5.0), (950, 5.0), (1066, 5.0), (1099, 5.0), (1927, 5.0), (1948, 5.0), (1964, 5.0)]
3440: [(3, 5.0), (10, 5.0), (17, 5.0), (26, 5.0), (29, 5.0), (32, 5.0), (41, 5.0), (45, 5.0), (47, 5.0), (50, 5.0)]
4643: [(10, 5.0), (306, 5.0), (307, 5.0), (308, 5.0), (477, 5.0), (494, 5.0), (632, 5.0), (1192, 5.0), (1982, 5.0), (2054, 5.0)]
3666: [(150, 5.0), (318, 5.0), (333, 5.0), (428, 5.0), (471, 5.0), (720, 5.0), (741, 5.0), (902, 5.0), (908, 5.0), (1136, 5.0)]
4954: [(2165, 5.0), (2408, 5.0), (2981, 5.0), (3097, 5.0), (3281, 5.0), (3739, 5.0), (3788, 5.0), (341, 4.984980237151906), (3914, 4.984980237151906), (1223, 4.982904517475825)]
4346: [(25, 5.0), (253, 5.0), (912, 5.0), (1059, 5.0), (1245, 5.0), (1591, 5.0), (1999, 5.0), (3539, 5.0), (2490, 4.99759036144437), (2951, 4.99759036144437)]
1017: [(17, 5.0), (50, 5.0), (157, 5.0), (175, 5.0), (198, 5.0), (199, 5.0), (211, 5.0), (215, 5.0), (296, 5.0), (308, 5.0)]
1416: [(17, 5.0), (29, 5.0), (32, 5.0), (101, 5.0), (198, 5.0), (216, 5.0), (232, 5.0), (247, 5.0), (296, 5.0), (303, 5.0)]
3920: [(8, 5.0), (26, 5.0), (34, 5.0), (41, 5.0), (58, 5.0), (85, 5.0), (121, 5.0), (356, 5.0), (376, 5.0), (381, 5.0)]
3394: [(322, 5.0), (671, 5.0), (838, 5.0), (911, 5.0), (1090, 5.0), (1269, 5.0), (1297, 5.0), (1936, 5.0), (2109, 5.0), (2208, 5.0)]
3710: [(339, 5.0), (538, 5.0), (1272, 5.0), (2565, 5.0), (2905, 5.0), (3076, 5.0), (3092, 5.0), (3470, 5.0), (3629, 5.0), (3700, 4.920689655171293)]
924: [(848, 5.0), (1104, 5.0), (1199, 5.0), (1215, 5.0), (1218, 5.0), (1224, 5.0), (1233, 5.0), (1247, 5.0), (1659, 5.0), (1945, 5.0)]
364: [(249, 5.0), (265, 5.0), (497, 5.0), (524, 5.0), (1173, 5.0), (1772, 5.0), (1858, 5.0), (2310, 5.0), (3100, 5.0), (3181, 5.0)]
2464: [(104, 5.0), (165, 5.0), (180, 5.0), (593, 5.0), (594, 5.0), (922, 5.0), (1095, 5.0), (1131, 5.0), (1147, 5.0), (1238, 5.0)]
4893: [(16, 5.0), (17, 5.0), (110, 5.0), (162, 5.0), (224, 5.0), (231, 5.0), (260, 5.0), (266, 5.0), (362, 5.0), (515, 5.0)]
4419: [(11, 5.0), (529, 5.0), (934, 5.0), (1028, 5.0), (1234, 5.0), (1235, 5.0), (2108, 5.0), (2671, 5.0), (2879, 5.0), (3307, 5.0)]
3386: [(148, 5.0), (154, 5.0), (167, 5.0), (213, 5.0), (299, 5.0), (331, 5.0), (385, 5.0), (670, 5.0), (951, 5.0), (1035, 5.0)]
3567: [(1, 5.0), (7, 5.0), (11, 5.0), (12, 5.0), (13, 5.0), (17, 5.0), (24, 5.0), (29, 5.0), (31, 5.0), (36, 5.0)]
4038: [(12, 5.0), (26, 5.0), (86, 5.0), (116, 5.0), (125, 5.0), (140, 5.0), (168, 5.0), (171, 5.0), (188, 5.0), (218, 5.0)]
1669: [(900, 4.999067599064741), (922, 4.999067599064741), (926, 4.999067599064741), (930, 4.999067599064741), (950, 4.999067599064741), (1086, 4.999067599064741), (1189, 4.999067599064741), (1226, 4.999067599064741), (1939, 4.999067599064741), (1945, 4.999067599064741)]
2600: [(1028, 4.7142857142833705), (1083, 4.7142857142833705), (1719, 4.172151898732358), (2239, 4.010687022899077), (3357, 4.010687022899077), (3421, 3.9263157894721497), (3555, 3.885338216085233), (111, 3.8214876033043277), (1674, 3.8214876033043277), (2819, 3.8214876033043277)]
2438: [(58, 5.0), (194, 5.0), (306, 5.0), (337, 5.0), (509, 5.0), (1130, 5.0), (1301, 5.0), (1333, 5.0), (1337, 5.0), (1340, 5.0)]
216: [(2070, 5.0), (3653, 5.0), (3654, 5.0), (1949, 4.964178727483355), (1233, 4.928571428569464), (3178, 4.928571428569464), (3594, 4.928571428569464), (741, 4.912568306008517), (2022, 4.912568306008517), (2024, 4.912568306008517)]
3775: [(11, 5.0), (154, 5.0), (1203, 5.0), (1238, 5.0), (1372, 5.0), (1895, 5.0), (1939, 5.0), (2070, 5.0), (2108, 5.0), (2565, 5.0)]
5377: [(47, 5.0), (281, 5.0), (898, 5.0), (913, 5.0), (1177, 5.0), (1246, 5.0), (2070, 5.0), (2609, 5.0), (2692, 5.0), (2881, 5.0)]
2342: [(1371, 4.440251572325415), (2296, 4.440251572325415), (2476, 4.440251572325415), (3868, 4.440251572325415), (3836, 4.426470588233714), (2690, 4.3533834586450855), (303, 4.104347826085698), (383, 4.104347826085698), (1378, 4.104347826085698), (1379, 4.104347826085698)]
500: [(116, 5.0), (390, 5.0), (1176, 5.0), (1289, 5.0), (2048, 5.0), (2738, 5.0), (3000, 5.0), (3851, 5.0), (932, 4.813333333331491), (3067, 4.579769875938159)]
2479: [(1217, 5.0), (1245, 5.0), (1370, 5.0), (1591, 5.0), (1779, 5.0), (2001, 5.0), (3635, 5.0), (628, 4.990063557985153), (1350, 4.983720930231168), (1994, 4.983720930231168)]
2356: [(3, 5.0), (207, 5.0), (222, 5.0), (517, 5.0), (599, 5.0), (650, 5.0), (848, 5.0), (941, 5.0), (946, 5.0), (976, 5.0)]
5161: [(436, 5.0), (1333, 5.0), (2890, 5.0), (3510, 5.0), (3566, 5.0), (3576, 5.0), (446, 4.994230769229344), (714, 4.994230769229344), (2010, 4.994230769229344), (2952, 4.994230769229344)]
3933: [(21, 5.0), (24, 5.0), (39, 5.0), (223, 5.0), (281, 5.0), (339, 5.0), (368, 5.0), (590, 5.0), (592, 5.0), (714, 5.0)]
254: [(29, 5.0), (73, 5.0), (101, 5.0), (111, 5.0), (125, 5.0), (162, 5.0), (229, 5.0), (233, 5.0), (247, 5.0), (280, 5.0)]
5325: [(421, 5.0), (517, 5.0), (640, 5.0), (897, 5.0), (911, 5.0), (941, 5.0), (976, 5.0), (1124, 5.0), (1209, 5.0), (1227, 5.0)]
823: [(14, 5.0), (17, 5.0), (28, 5.0), (348, 5.0), (556, 5.0), (899, 5.0), (982, 5.0), (1023, 5.0), (1044, 5.0), (1187, 5.0)]
3168: [(307, 5.0), (308, 5.0), (417, 5.0), (494, 5.0), (599, 5.0), (1209, 5.0), (1726, 5.0), (1927, 5.0), (2398, 5.0), (2912, 5.0)]
5723: [(1693, 4.281818181816449), (162, 3.982716049381288), (1233, 3.827604875479529), (3658, 3.801923076921843), (953, 3.7904761904749735), (954, 3.7904761904749735), (1256, 3.7904761904749735), (1485, 3.7904761904749735), (1945, 3.7904761904749735), (3159, 3.7904761904749735)]
5394: [(3, 5.0), (18, 5.0), (207, 5.0), (421, 5.0), (450, 5.0), (492, 5.0), (509, 5.0), (517, 5.0), (534, 5.0), (650, 5.0)]
1662: [(175, 5.0), (481, 5.0), (587, 5.0), (912, 5.0), (951, 5.0), (1217, 5.0), (1397, 5.0), (1416, 5.0), (1635, 5.0), (1777, 5.0)]
4577: [(2332, 4.90818505337859), (6, 4.495081967211634), (1300, 4.481553398056811), (3091, 4.481553398056811), (954, 4.442990654204202), (1234, 4.413670137508214), (2324, 4.3073089750124085), (951, 4.299999999998757), (953, 4.299999999998757), (1895, 4.299999999998757)]
1605: [(82, 5.0), (556, 5.0), (599, 5.0), (635, 5.0), (1111, 5.0), (1354, 5.0), (1670, 5.0), (3115, 5.0), (3185, 5.0), (3736, 5.0)]
5102: [(29, 5.0), (47, 5.0), (50, 5.0), (150, 5.0), (225, 5.0), (246, 5.0), (260, 5.0), (306, 5.0), (318, 5.0), (342, 5.0)]
2978: [(18, 5.0), (41, 5.0), (50, 5.0), (78, 5.0), (81, 5.0), (110, 5.0), (156, 5.0), (229, 5.0), (233, 5.0), (290, 5.0)]
1105: [(8, 5.0), (32, 5.0), (34, 5.0), (42, 5.0), (44, 5.0), (50, 5.0), (58, 5.0), (60, 5.0), (62, 5.0), (69, 5.0)]
5691: [(58, 5.0), (62, 5.0), (150, 5.0), (216, 5.0), (333, 5.0), (342, 5.0), (908, 5.0), (910, 5.0), (911, 5.0), (932, 5.0)]
684: [(28, 5.0), (50, 5.0), (82, 5.0), (104, 5.0), (296, 5.0), (314, 5.0), (316, 5.0), (405, 5.0), (432, 5.0), (508, 5.0)]
4444: [(11, 5.0), (112, 5.0), (165, 5.0), (280, 5.0), (339, 5.0), (450, 5.0), (494, 5.0), (783, 5.0), (838, 5.0), (861, 5.0)]
447: [(1, 5.0), (2, 5.0), (3, 5.0), (4, 5.0), (5, 5.0), (6, 5.0), (7, 5.0), (8, 5.0), (9, 5.0), (10, 5.0)]
3806: [(668, 5.0), (2176, 5.0), (2728, 5.0), (2920, 5.0), (3201, 5.0), (3730, 5.0), (3801, 5.0), (1017, 4.927536231880583), (3135, 4.927536231880583), (3366, 4.927536231880583)]
3372: [(28, 5.0), (187, 5.0), (194, 5.0), (306, 5.0), (337, 5.0), (358, 5.0), (390, 5.0), (451, 5.0), (562, 5.0), (663, 5.0)]
2436: [(1050, 4.579999999998549), (1283, 4.579999999998549), (2064, 4.579999999998549), (3093, 4.579999999998549), (364, 4.553383458645204), (407, 4.5295454545441105), (2097, 4.5295454545441105), (3420, 4.354471544714253), (3634, 4.354471544714253), (3871, 4.333634028331726)]
